text,sentiment
"I have eaten many times at this restaurant located just down the street from the Bell Center.   Not sure why, but lunch times there is always lots of place, no real reservations required.  The table d'hote is always fantastic, from the fish to the pasta.   The deserts are awesome and the small bite size portion is a great way to finish off a meal.",positive
"The Oyshi roll, tuna tataki salad & superman hand roll are my absolute fav! This restaurant is beyond words, hands down the BEST sushi I have ever had. I recommend it to all sushi lovers, nothing compares to this place. Love the staff, the atmosphere, the bar and the location. Everyone is so friendly. I try to visit at least once a week. You will not be disappointed, promise!! I never am!!",positive
The only reason I'm not rating it one star is because of the drinks as the food leaves much to be desired.\n\nService is beyond slow. It will take a while before any server comes to take your order. Once we did receive our food my boyfriend wasn't happy as he ordered a chicken burger with avocado and the poutine that accompanied it was very small. Well turns out it wasn't the meal he ordered. My boyfriend wanted to speak to our waitress but she was no where to be found and by the time he actually received the food he was starving. The waitress came over and said that it wasn't our actual meal and that there was a mix up. That was fine but the entire time she neglected to fill our drinks so by the time dinner was over we were completely dehydrated. \n\nThe food itself is nothing special either. We ordered a chicken burger and poutine. The chicken burger was dry and nothing special while the poutine was severly low quality for Montreal,negative
"What a disappointment!  Although it was rated as one of the best buffets in Vegas, it turned out to be worse worse than average.  Note: we went here for lunch, not for dinner.  Maybe they serve better food after 4pm?\n\nWhy such scathing review?  Let's see:\n\nThey promised sushi and ceviche.  From sushi, there were only salmon and cucumber rolls--with 5 times more rice than salmon.  I disassembled the rolls, extracted the small piece salmon inside, and realised that it tasted like it was cured to allow it to last longer.  Only one of the ceviches actually had seafood (the other was mushroom seviche).  I tried the scallops that I was able to fish out--they tasted like pure vinegar.\n\nPretty much all the fish they had was overcooked: baked salmon, fried tilapia; smoked salmon tasted icky.  Only the sea bass was worth coming back for.  There was also a delicious polish sausage.  Anything else?  Not really: rubbery meat; average salads; cold saut\u00e9ed bok choy (it's only good while it's still hot).  The only redeeming factor of this buffet was the strawberry cheesecake, that was absolutely amazing.  I think I had 4 shotglasses.  (They serve dessert in shotglasses.)\n\nSo I was full, but I wasn't satisfied by the experience.",negative
"Why on earth would you go to McDonald's or Burger King when this place exists? The fries alone keep me coming back. My go to is the all beef with chili. Yeah, I might feel guilty and go to the gym after eating here, but I never feel like I just ate garbage. Fresh and made when you order it. Don't let the line scare you! They are quick and friendly.",positive
"I ate here with my parents recently, and we all thought the food was delicious.  I ordered the salmon Caesar salad, which I loved.  It had complex layers of flavor and was cooked properly.  I wish I lived close enough to go back often.  My dad ordered the roasted chicken and thought it was very juicy and tender. The mushrooms were delicious as well as the several sides of vegetables my stepmom ordered.  I highly recommend eating here!",positive
"I've eaten there a couple of times and enjoyed the food every single time.  If I don't feel like cooking or want something wholesome to satisfy my hunger, it's usually one of the first nearby places to come to mind.  It's a plus that it's connected to Changing Hands Bookstore.  After a good for the soul meal, it's a great place to get or browse good books for the soul.  \n\nAvoid going there during lunch on a Saturday afternoon.  It seems to be most of Arizonans' favorite place to chow down at that particular time.  It's crowded and people seem cranky cause they've been waiting in line too long and starving. And yes, the line makes no sense.  It's chaotic.  You don't know where to stand nor who is in line.  So, you have to go around asking people repeatedly, \""Are you in line?\""  Not cool if you are a shy person or don't feel like talking to strangers.",positive
Amazing service!!! And new gel manis and pedis with 3d design!!!! If ur in the area come here!!!! Thanks new horizon nails!,positive
My friends and I are here because it is attached to the San Carlos Hotel (where we stayed this weekend).  The food was weird.  Typically we love Vietnamese and were excited to try thus place but much to our disappointment it is not traditional Vietnamese---it is French/Vietnamese.   We had the Pho.  The meat was chewy and the selection of veggies were minimal.  The broth was just okay.  We probably won't go bak here.  The staff was friendly and attentive.  The decor is nice.  The food just wasn't what I expected.,negative
"So it's the rainiest day in Phoenix in 30 years. In between rainstorms I lock my keys in my car. No! Yes! After several phone calls to automated canned voices at locksmith shops that were closed there was Jessica at \""Pop-A-Lock\"" She was funny and polite and helpful by being her wonderful kind self. She sent Jordan who arrived in the middle of a giant down pour - and unlocked the car door by the light of car high beams. And he did it in the rain! Wow! Customer service with a smile and the price sure seemed fair to me. Great people, wonderful service.",positive
"I come in after work and they take just a few moments to check out my car.  The place is nice compared to most other body shops I've waited in.  The owner, Jeff, made sure I was comfortable and even offered to change the channel :)  Jeff was thorough and gave me all the options and what they cost.  Luckily for me, there was a free option to lube up my rotors to see if the noise would go away.  They didn't charge me a dime and just reminded me that if the noise didn't go away, then the other option would probably be what I needed to do.  There's so many awful car repair places here (please see my review of Huskers Auto, Professional Brake Service's neighbor), I was very lucky to have found such an honest, decent, and professional one!!! :)  They've definitely made a customer for life outta me and all my future referrals!!",positive
"We read the reviews and decided to go. It was very good! We liked the outdoor seating and large indoor seating. We had 3 different plates and they were all Good. You can visit dressy or casual. Their interior very Thai, but not over the top. Can't wait to go again.",positive
"We went to La Cave for my best friend's bachelorette party dinner on a Saturday night. The girls we were with wanted a place that was not outrageously expensive but still had good food. La Cave fit the bill so I booked us reservations. It is located in the Wynn hotel and is beautifully decorated. \n\nWe started out with the bacon wrapped dates and a few flatbreads for the table. We ordered the bacon, quail egg and fontina flat bread, which was deliciousssss. Half of our table ordered the sliced sirloin steak with mushroom fondue for the main course. Everyone was raving about how delicious it was. The bride ordered the scallops and loved those as well. This was a beautiful place to have her bachelorette dinner!",positive
"I LOVE the westgate towers! Why? \n\n* Jacuzzi tub \n* Washer/Dryer combo in the bathroom\n* Kitchenette with plates/cups/utensils (although I was wary about using them)\n* FOUR TVs in one suite \n* Lots of room!\n* Projector screen \n* Ceiling to floor windows (but with the best shades EVER to keep out the sun during the day time)\n\nI feel like a boss here AND the prices are affordable. The decor is really appealing to a younger crowd but I can see how a family would enjoy these suites as well.\nPlus, Fat Tuesdays and Earls are right downstairs. Definitely a win in my book.  \n\nI do wish their room service (for food) was 24hrs though! \n\nP.S. Unlike the TV listing, Food Network is actually one channel below (I believe it says it's 39 but it's actually 38!) :P",positive
"This place is in our neighborhood but I don't know why we don't go here more often - it is really very good. Don't profess to be an expert in Indian cuisine, but do enjoy it a lot and this place, although not totally authentic (and that's not always a bad thing) has great food. The place is small & compact, clean, with a modern & contemporary d\u00e9cor. \n\nThe \""Create your entr\u00e9e\"" menu is a great idea and a nice option, especially to those unfamiliar with Indian cuisine. The chicken curry was very good. The Chicken Biryani was beautifully present ed and absolutely delicious. The menu is explanatory, and the servers very knowledgeable about all of the dishes. Although no one in our party is Vegan or requires Gluten Free foods, having the option is a smart thing to do for restaurateurs to expand their clientele. \n\nIf you are new to Indian food, this is a good first step...go ahead, don't be afraid. You will be pleasantly surprised how good it is, and the fact that Bombay Spice offers healthy alternatives is icing on the cake!",positive
"A small place that delivers a large menu,\nUnless its summer you normally find one customer having the Beef soup here.  The soup will make you feel like you are in someone's house, just amazing and served in a very large bowel with rice and tortillas.",negative
"This is very similar to Medieval Times. You are assigned a country to root for and you scream and HOOZAH! every time they come out. You are fed a dinner of tomato soup, chicken with potatoes, broccoli, and a biscuit, and an apple tart thing for dessert. The tomato soup was really good but the rest of the food was mediocre. I remember thoroughly enjoying going to Medieval Times as a kid, but now that I'm older the whole thing has lost its allure. Its definitely more geared towards families with young children. I did enjoy the buff, shirtless men in the show but not enough to go see the show again.",negative
"Can I give this place ZERO stars? They're supposively \""famous\"" for their sandwiches so some friends and I go when we are in town. The waitresses all rolled their eyes and glared at me for not wanting my fries on top of my sandwich. (Not to mention the waitress was in the skimpiest tank top with her bra hanging out while waiting on us and grilling food. Gross.) I get that your famous for having fries on the sandwich but regardless, a customer should be able to get what they want. This place was trashy, dirty and probably not even up to code.",negative
Just picked up the Tahoe with it's new water pump. The price was fair. Service was excellent. Friendly staff. Great location downtown Las Vegas. The repair was done the same day I dropped it off. The charge was reasonable and same as the estimate I was quoted over the phone before bringing it in. Thanks Howie's for a repair experience with no surprises and no disappointments!,positive
"As the high Arizona summer temps started their descent, and cooler weather began to emerge, the setting became ideal for the annual Arizona State Fair. I had not attended the fair since I was a small child, and had since spent the subsequent decades experiencing the Puyallup and other northwest fairs. The Arizona State Fair has certainly grown since I was a child and musical entertainment offered quite a variety of name acts ranging from Snoop Dogg to Billy Idol. Of course there were countless other local entertainers available throughout the run of the fair.\n \nThe midway offered plenty of popular rides including some very interesting water rides and roller coasters. Guests looking not to bust the bank may want to take advantage of the ride passes available during the week which allow guests to take in unlimited rides for a set fee which is much cheaper than paying for each ride individually, as after 4-5 rides the pass pays for itself.\n \nNumerous food vendors adorn the midway offering a nostalgic bouquet of aromas to tantalize the senses. Everything from the traditional hot dogs and burgers to turkey legs, Mexican food, and the amazing Navajo tacos were available. But there was also an offering of many public service booths as well as interesting sideshow attraction that harken back to the best midway freak shows.\n \nThere was no shortage of vendors throughout the fair, although it did take a bit of adjustment for me as I had become so accustomed to the vendors in the Northwest. It seemed odd not to be inundated with saunas, hot tubs, and fireplaces available at special fair pricing. While at first some of the vendors seemed to be offering items typically found at a swap meet, sticking it out we were able to find a very nice mix of items available.\n \nOf course it wouldn't be a fair without livestock and we certainly enjoyed the great array of animals that were available for viewing in the livestock barns as well as the numerous agricultural exhibits. My wife, a new transplant to Arizona, was particularly delighted by the There was also an exhibit available for an additional cost of which allows guests to get an up close look at the marvels of the human body.\n When the sun went down, the fair kicked into high gear as the lights on the midway certainly added a more festive dimension to the fair.\n \nThe Arizona State Fair was a great trip down memory lane, a chance to experience the old and new and a fun event that truly offers something for the entire family.",negative
"All the one star reviews on here are dead on! Stay away! Hakkasan is a death trap! Attempted to go see Tiesto this past weekend, (April 19th, 2014) and ended up not even sticking around for him because of how overcrowded, unorganized and just lousy this place really is. My girlfriend and I were looking so forward to an amazing night here and it was an instant buzz kill the minute we got in. Most everything about this place just sucked! If you do not have a gazillion dollars to spend on table/bottle service you are invisible and a nobody at this club! You will get knocked around like a ping pong ball between all the bouncers constantly shooing you along to keep you moving and the mad crush of people everywhere. Everything was an effort in this place! From having to wait in line for 20 minutes to get an overpriced watered down drink to actually trying to get to the dance floor! We never were able to make it to the dance floor because of how overcrowded it was! I wanted a water because of how hot it was with all the people and poor ventilation and the bar tender told me with a straight face that a water would be $9 for a small 11oz bottle of Fiji water as a regular cup of water was obviously not an option! Unfortunately it just all got to a point of being beyond a joke and we waved the white flag and gave up on this place before Tiesto ever even came out!",negative
"Yesterday we had a group of almost 20 people at the upstairs bar. I have never been treated so rude. The female bartender was so miserable and did not want to do her job. I asked for a Yuengling draft...she said they were out and walked away. Then I had to get her attention again and ordered a Blue Moon draft and she said we don't have it in draft, its not even up there (pointing to the drafts). It was clearly labeled with the other draft beers. Again she walked away. My friend then ordered a Margarita and she glanced down and said they don't have any glasses for it AND WALKED AWAY AGAIN without asking what else she could get us. When I asked her if she was making the drink she practically yelled saying \""I TOLD YOU WE HAD NO GLASSES\"". Another bartender came over to us and I ordered a Blue Moon draft and he got it for me with no problem while I watched other people drinking Margaritas. I was so disappointed in the service and disrespect we received. I liked the bar but will never recommend it because of that one bartender",negative
"Living in walking distance to this place, I often overlook it when choosing a restaurant for dinner. Living in Phoenix it's easy to get caught up in the new restaurant hype and forget about the good standbys. Luckily for me, my sister was in town and asked to come here for dinner since is was 5pm on a Friday and neither of us wanted to sit in traffic just to try something else. When we got to the restaurant we were seated immediately which surprised us since it was happy hour on a Friday. The patio doors were open so even though we were sitting inside we were able to enjoy the beautiful spring weather outside. \n\nWe started off with a couple glasses of wine which were each $2 off for happy hour and the Fritto Misto which was $5 for happy hour. The wine was very good. They have a decent wine selection and it's not a terrible deal at $2 off.  The Fritto Misto was lacking in a little flavor but it wasn't bad. For dinner we ordered the happy hour pizzas which were $7.99 each. This is definitely the best deal for happy hour. You get a full sized pizza that is more than enough for one and almost big enough to split depending on your appetite. We ordered the Pesto Pizza, The Pepperoni Pizza, and the Cheese Pizza (for my son). They were all very good! And not just good for being happy hour. I had forgotten how well they make their pizzas! In fact I'm kicking myself for not going here more often. \n\nThe service was also excellent. Towards the end of our meal it was starting to get busier but the wait staff seemed to be keeping up with the demand. The restaurant is also very kid friendly. I noticed quite a few people had young children so if you're looking for a child friendly restaurant, I would definitely recommend The Parlor. I will definitely be back and look forward to trying more of their menu items.",positive
"I've been gone since December, I've been traveling for work. I've come back pregnant and excited to take the one Prenatal Vinyasa Class they offer. Turns out, they've made A LOT of changes... even Fresh Mama isn't the same *tear* I'm not sure what happened? New ownership? The new studio took over their resources? I don't know, but they don't have the same appeal to me as they did before. \n\nThey still have a lot of classes and time slots (except Cool Flow Prenatal Vinyasa). A lot of the teacher are still around which is a HUGE plus... But the vibe before and after class sucks (pardon my language).\n\nI want to give it a \""Meh. I've experienced better.\"" because I know Vegas Hot! could be better than what it is... but I added an extra star because the schedule still has some really great teachers.\n\nI hope to see the changes evolve to something more inviting soon.",negative
What a fantastic store. The owners are fabulous people. The selection is better than any of their competition. I love all of the flavors of oils and vinegars they have and the occasional cooking classes are a great opportunity to learn how to cook healthy and new ways to use our purchases.,positive
"Finally, a fun place with great food in our Grayhawk neighborhood.  The Chef is Italian and the owner (German) is friendly and always there.  Ever since my husband and I found this place, we've become regulars, eating there twice to three times a week. \nMy favorites are the two fresh pastas, but also tried one of their pizzas which is amazing.  The Mac & Cheese is also among the best in the valley.\nMy husband really likes the pork chop and I would also recommend their salmon.  They have several pastas, but my favorite is the fresh mushroom (I have them add chicken) in a creamy sauce.\nThe bartenders (Ryan & Natalie) are friendly and efficient.  \nIn a short 6 weeks, this place has managed a good crowd and there was a bit of wait (which I don't mind for good food) on Friday night.  Boy, I guess we'll have to start making reservations.\nLast but not least, it is reasonably priced -- check out their Saturday/Sunday drink specials ;)",positive
"I like this place for the decor and seating set up. There were high tables, lounge tables, couches, indoor/outdoor, etc, and the indoor pergola was kind of cool. \n\nThe happy hour menu is pretty good too. M-F 4-6:30 they offer drink and app specials, as well as deals on their tacos. \n\nI sampled some of their tequilas, which you can order various ways: as a shot, in a snifter glass, over rocks, etc. We also tried the grilled fish tacos and mushroom tacos were very good and you get three for around $7.50. \n\nWe even checked in on yelp (aw yeah) and got 4 penny shots (there were four of us) of the featured shot-which was sex on the beach. \n\nMy negatives were more service based. Our server made an error on one of our drinks, forgot to bring another drink entirely and failed the water test miserably. We not only asked her for more water, but another staff member who came by and checked on us. Both of them never returned with any water so we had to go to the bar and get it ourselves!",negative
"I always dread getting waxed, and since I moved to Las Vegas, I avoided finding a new place to get it done. However, my mom suggested I go to Ellen, and she was absolutely wonderful! She used an extra sensitive wax that was much less painful than usual waxing places. She did an incredibly thorough job and was so nice and friendly. Also! She is very reasonably priced and always very accommodating with appointment times.",positive
"Pita Jungle is one of my favorites in town!  The food is amazingly crisp and fresh, and they have some inventive combinations as well as some authentic offerings.  The place can be a bit pricy depending on what you get, but it's a good value if you stick to the basics.\n\nEat at Pita Jungle - you won't be disappointed!",positive
"I visited this place hesitantly, 11/2013, due to the reviews stating it had gone downhill and was pretty dirty. after scoping out the restrooms (washed hands), it didn't seem as bad, seeing that I have been to restaurants in 3rd world countries as well as hole in the walls in the USA.\nBUT BUYER BEWARE!!!!!! DO NOT GO HERE!!!!! I and my friend got SEVERE food poisoning (and I am sure many others that day). Nausea, muscle weakness, the inability to focus and thus work and diarreahh and the whole 9 yards\nFor your own health's sake, do not come here!!!! It is not worth it!!!  I am vegetarian so I didn't even eat any meat and still got food poisoning. this is how unsanitary this place is!  I will be reporting them to the AZ health board. I am from CA and am not sure how this place is still running as I read someone else had gotten food poisoning as well... maybe the health standards in as are just not as strict in AZ. this place needs to be shut down!!!  I have never had food poisoning from eating out!\n\nas a side note, the plates were dirty. also, despite the food tasting decent and the building construction being neat, don't let that fool you as it did to me!!",negative
"I've eaten here several times, all under it's current name of Midtown.  Wife and I just ate there again.  You cannot go wrong with anything on the menu dipped in their signature barbello (sp?) sauce.  I consistently order the shrimp appetizer and their chicken strips, both dipped in this yummy sauce. Their portions usually mean left-overs. This trip I ordered their fish tacos and was pleasantly surprised by both the portions and the flavor packed into this dish. The side is a black bean and rice dish that's tasty and compliments the tacos well. We did share an order of the shrimp though...CANNOT go there without ordering those! To top it off they have one of my favorite beers on draft, Holy City Porter. Formerly a native of Charleston, I love this beer and always order it when I visit Midtown. Good selection on the menu, has been consistent the 5-6 times I've eaten there, and a full bar. We'll be back I'm sure.",positive
"Before I get into my review, I would like to say that in March 2014, I had a great dinner with friends at Strip House, and would have given a 5 star review.  However, I was just at Strip House with my girlfriend on May 4, 2014, after telling her how amazing it was, and my experience was quite different and disappointing, and thus far, management does not seem to care.  \n\nWe had 8pm reservations at Strip House and 10pm show tickets.  I had been waiting for this dinner since March, it was so good.  When we arrive, we are seated and once our waiter comes, he informs us that they are out of many key menu items, including the oysters, tomato and mozzarella, and...wait for it...ALL FILETS OF ANY SIZE.  I think they were out of 1 or 2 other dishes too, but I was too angry to hear at that point.  WTF?!?  How do they not call people with reservations and let them know this ahead of time!  This is an expensive restaurant and they should know better!\n\nBut now it is 8:30, the show is in 90 minutes, and we have no time to find someplace else.  We tried, nicely, to let the waiter know how disappointed we were, and while he is a nice kid, he clearly has no \""outside the box\"" thinking ability.  He should have talked to management (of course management would probably be useless, and they didn't handle the situation at all ahead of time) and gotten something meaningful taken off the bill, or, perhaps as The Capital Grille once did when they admitted their steak was not up to par on a given night, offered a $100 voucher for next time.  IT IS CALLED VALUING YOUR CUSTOMER WHEN THEY COULD GO SOMEWHERE ELSE.  Try building LOYALTY.\n\nI did write on Open Table about this, and put in a request that the restaurant contact me and see how to rectify it.  I am certainly someone who can roll with the punches, and of course I realize that a restaurant may run out of certain SPECIAL items, but a STEAK restaurant in VEGAS running out of STEAK??  No, that it NOT acceptable, at least not without their showing the customer appreciation for how unfortunate the situation was, and hoping that they will not choose one of SEVERAL other very good (if not better) options, they next time that customer chooses to spend that kind of money on dinner.\n\nI would be happy to amend this review, if and when someone contacts me and makes this situation right.  Oh, and to add insult to injury, my girlfriend ended up getting the sea bass, which came with her being VIOLENTLY ill in the middle of the night and all next day.  Food poisoning?  I will not go so far as to claim that 100%, but we weren't drinking to excess, and it just capped off a night of culinary and management disappointment.",negative
"This is the absolute worst shoe repair EVER! I took a pair of leather heels to be polished and to have a sole put on the bottom. When I picked them up there were holes in the insole of my shoe!!! Took them back. They tried to fill the hole and replaced with a horrible white insole! When I tried them on, I could not even get my foot in the shoe. He then told me he would stretch them. Lets just say that did not work! I feel I should have been reimbursed the total of my shoe not just the cost if the services I asked for. The customer service is horrible and I was blamed for the extra work that the man ha to do when clearly it was his fault there were holes in the insole of my shoe! I WILL NEVER RETURN AND I SUGGEST NO ONE EVER GO HERE!!!!",negative
"3.5 rounding up to 4 stars\n\nWhen I think 'rustic', I think kuntry cookin', painted wooden signs with pithy sayings, and a hearty slathering of Paula Deen's cure-all: butter.\n\nIt didn't live up to its promise of rusticity for me, but Rustic Cafe has a lot of other things going for it, like great prices, lots of menu options, friendly service, and a bright, cheery, dining room with nary a sign spouting down-home wisdom in sight. \n\nMy first visit was on a Saturday morning and I administered the ultimate breakfast challenge: sausage and OM eggs with toast and hash browns. Sounds simple, right? You'd be surprised. Rustic Cafe, however, had no problem delivering the goods: hot, timely, and perfectly cooked. The hubs ordered biscuits and gravy, and though he thought the gravy was a little under spiced, he said he would absolutely go back.\n\nOn another visit for lunch I split the gyro (which I don't think can be classified as 'rustic' unless you pronounce it  JY-RO) and french fries. It was just the right size for sharing and gob-smacking good. They even added pickles and extra toms at no extra charge. BO-NUS!\n\nThis is definitely a no-frills neighborhood place, but it's one I hope will be around for a long time. Maybe even long enough to get 'rustic'.\n\nP.S. I think it's really more of a 'Nod to Nostalgia Cafe'. With brightly colored tiling on the wall and a couple of classic car prints, it seemed kind of  50s diner-esque, without the kitsch.",positive
"Good food and HUGE portions. The nachos were out of control, they could easily feed 4 people. Margaritas were decent - same slushy machines they have everywhere.\n\nMinus 2 stars for some very small/plain items being very expensive. Thirteen dollars for a BEAN AND CHEESE burrito? No way.",negative
"Never again:  Bad food; bad service; billing overcharges on our credit card.  \n\nWe do NOT recommend this restaurant.  We live in the area of this restaurant and went for dinner on a Saturday night.  It is a small restaurant that appears to be family owned.  We like to patronize local restaurants and prefer them over chain restaurants.  We are both raised in Arizona and grew up on very spicy Mexican food.  We asked for a medium-spicy sauce and told the server we did not want them too spicy as it was late.  But this food was beyond belief.  We got a scorching hot sauce. Both dishes we ordered were so hot we choked on the food and the inside of our mouths and lips burned for a few hours after the meal.     FYI, the food would not have been very good even if it were not so burning hot we could not eat it.  \n\nThe service was awful.  We were never asked if our meals were to our liking.  When we finally flagged down one of the two servers, she took one of the two dishes in the back and they poured coconut milk on it but it did not help.  She did not offer to take the other dish back.  She could see we did not eat much of the food and finally just asked for our bill.  The server did nothing about the second dish.\n\nWhen we got our bill of $26.90, we gave them our credit card for payment.  When the credit card slip and our card were returned to the table, we were charged $46.39!  Where the server got that number is a huge mystery as there was only one other table in the restaurant who had yet to be served their food.  When we brought the incorrect amount of our bill to the server's attention, the server told us she would give us another receipt?  That did not sound right.   We insisted they refund our credit card and charge us the correct amount, which they claimed to have done by giving us a second receipt with the correct amount on it.  \n\nHowever, the next day, we checked our credit card statement and found only the higher charge on the bill (the first, incorrect charge was never refunded).  It appears they did not send in a correction to get it removed and replaced with the correct amount.  So we called the restaurant the next morning to ask for the manager.  The woman answering the phone first told he was not in on Sunday and was at home.  When we explained the problem and told the person who had answered the phone that we were calling our credit card company to get the charges taken off, the manager quickly got on the phone to talk to me.  Interestingly, he seemed to know all about the overcharge as did the woman on the phone who answered.  The manager then called us back about 30 minutes later and said we should get a refund in a few days on our credit card.  Only time will tell.\n\nHopefully, that will be the case.  But it was a big hassle.  And, if we don't get a refund in a few days, we will have to go through the whole dispute process.  I would like to give them the benefit of the doubt that this was just a mistake, but it is hard to figure out how the bill could have been increased so much when only one other table was left in the restaurant and the amounts were not even close to the same nor were the numbers on the higher bill similar in anyway to the amount on our bill.  \n\nWe really root for local restaurants in our area to succeed but there is no winner here. Sorry but this was horrible service and an awful experience.   We will not go again for obvious reasons.",negative
"Portions are big and the wait staff is super friendly but the food was only okay for me and everything seemed to be really salty.  It's a little bit off the strip but it'll be sure to help that hangover.  There is a bit of a wait, but it's a pretty big location so you won't be waiting too long.",negative
"I've only been here once- and while I really like it, I still feel something is missing- cant put my finger on it...\n\nIm someone with a terrible sweet tooth, teeth- MOUTH even?  Yeah so if its sweet Im a happy child. Anyhow service is top notch, very friendly and accommodating, always willing to let you sample \""one more flavor\"" for the incredibly indecisive ahem. While I really like the lime-basil combination and malt ball flavors, I went with classic vanilla bean- how CAN you go wrong with that?? You cant.\n\nAnyhow I will probably be back to try something a little bit more tart and tangy, maybe right now is a good idea as its 111 outside.\nI love how this place is right down the street from me and didnt know about till a few weeks ago. ah!",positive
"This is seriously one of the most interesting things you can do while in Las Vegas!  The Neon Museum is an amazing goldmine of history, it's amazing to walk amongst the old neon signs and ponder what kind of people used to venture there back in the day.\n\nThere is not an actual museum in place yet, it is being built, so for now if you want to visit, you have to go to their website and sign up for a tour on the day you wish to go.  I suggest signing up a couple of weeks in advance to ensure you get a tour because they do fill up.\n\nI was excited to be able to view these signs before the museum opens up (January I believe they said).  It's a rare \""treasure\"" that is fairly hidden right now.  Our groups consisted of about 10 people and we had a really nice guide who were able to tell us a lot of fun facts about the hotels that these signs used to belong to, as well as facts about the signs themselves, such as how much is involved in creating a neon sign and the science behind a lot of it.   All in all, it was incredibly interesting and you literally feel like you're going back in time as you wander in between the signs while listening to tales about the mob and about how Las Vegas used to be.\n\nI highly recommend this for everyone, it's sooo cool!  It won't be the same once there's an official museum there, but I'm happy they will be able to open one so that they can get funding to restore and keep these signs.\n\nSo... if you're reading this in order to find out whether it's worth it or not to pay $15 for the tour... yes! Go! Sign Up! You will not regret it .... plus the $15 is tax deductible ;-)   Enjoy the tour!\n\n(Oh and PS ... Fun Fact: Try locating the Neon Boneyard through Google Earth.... one of the signs are literally staring up at you!! ;-))",positive
"I recommend eating at Hedarys.   Lentil Soup-- best in town.  Hummus-- best in town, everything (and I have tried most of the menu over the past few years) is really good.   I originally ate here b/c it's close to my office.  It got me craving this style of food, so I have tried other places too- but nothing comes close.  \n\nI read some reviews about the service, but I don't really agree... maybe you just have to get to know them.  I love their food.  It's delicious, consistent, and priced appropriately.",positive
great burgers!,positive
"Bite after bite was orgasmic!!! I ordered a filet mignon special and it was amazing. This is a great restaurant, with awesome service. Unfortunately, there was a fly in my wine which turned me off severely. Other than that, great choice nat! I'll give it an A-.",positive
"I think this place is a tad overrated- first off I went here for breakfast while en route to Mandalay for a convention. We show up- there are no signs that tell you where to line up when you're approaching from the casino level- by the time we saw that there was an actual \""line\"" we'd been waiting and they felt sorry for us and let us through. The \""server\"" if you'd call her that was bloody awful- she literally slammed my drink on the table- is Aria telling me that there isn't talent in Vegas that actually cares about customer service? Now on to the food- pancakes were hard - yuck and also no maple syrup- only berry toppings- WTF it's a brand new hotel not the Nugget! I would choose other places over this joint for the price.",negative
Great club.   I love the roof that opens to the sky.  One of the best clubs in Vegas located at the Palms.,positive
"I would love to give this place zero stars but this is not an option.  Let me start by saying if you are reading this to pick a burger place,  just go to Five Guys.  For a fast food place the food took over 30 minutes to arrive. The person who brought the food said something about there being a mixup with the chicken.  They did not offer any compensation for the extreemly long wait time.  Once the food arrived we realized that our order was incorrect.  What is the point of creating a custom burger if they get the toppings wrong? I ordered a turkey burger with avacado on it and they left off the avacado.   When they fixed it there was one slice of avacado split in two pieces.  Yes and I paid $1.00 for that.  The burger tasted awful and was soggy like it had sat somewhere under a heat lamp for 20 minutes.  Needless to say poor service,  bad food,  and unhelpful staff means we won't be coming back.",negative
"Let me start this off by saying that this whole pool party thing really isn't my scene. I'd rather lounge by the regular pool and have a decent-ly priced beer, or just drink in my room prior.. However, I was on vacation with my sis and she wanted to go, so I got us presale tix. \n\nWhen they recommend getting to a place in Vegas early, follow that advice!! We were there a little after 10:30 and really didn't have to wait more than 10-15 minutes to get into the actual pool. I can understand checking bags, but taking gum? Really? I'm surprised they let you bring your own sunscreen in. This particular day (Sat, 8/24/13) was overcast, however the part in my hair still got burnt as we were there until 3:30.\n\nThe only reason I gave WR 2 stars is due to the 2 decent guys that came up to ask about my tattoos and ended up chatting with us for a while, and even getting us the majorly over-priced ($32.50) drinks in the souvenir cups. \n\nAfter getting into the actual pool area, I was surprised at how small it was, seeing as how well known it is. We didn't know where to go as we didn't have a bed/cabana reserved, so the staff member told us people just line up around the pools.. As I said, we were there early so we took up a place on the edge of the warm pool. My sis got us 2 frozen drinks- $17 each, which tasted like there was zero alcohol in them. At least the $32 drink was strong and had 4 types of liquor involved. As the day went on the pool just got more and more crowded, people dancing and splashing girls who were dancing. No way would I spend more than 3 seconds in that stew of STD's. On one side of us was a bachelorette party which had a bride that looked like she was going to puke after only a few hours of being there.. All around there are girls in heeled shoes, wanting to be looked at, and guys with shades on trying to look cool. No thanks. \n\nWhile in line for the bathroom I saw a girl slip and fall on the floor.. Not sure how drunk she was.. Later on my sis went to the bathroom and when she came back to us, her wrist was crooked and she said she fell.. We got security who actually got us to the medical station in a couple minutes, and the staff there gave her a splint and the address to the hospital.. After the 4 hours there, having her fractured wrist set back in place,she is now having surgery next week to repair the damage. \n\nFor a place that is obviously involving intoxicated people walking on wet surfaces, I would think there would be actual precautions taken to provide traction on the floors, but alas there was nothing.",negative
